l4_txn_coredataset.send_bank_ctry_code,l4_txn_coredataset.bene_bank_ctry_code,txn_count
BJ,MX,1
CG,UG,240
CH,TG,734
CI,SG,593
CL,PG,1
CN,NG,4080
CO,MG,3
CY,CG,41
CZ,BG,16384
GB,HR,140819
GE,ER,1
GG,CR,14
GH,BR,515
GI,AR,7
GT,ZA,52
IE,NO,317009
KN,NL,1
KY,CL,40
LK,UZ,1
LR,NZ,60
LS,MZ,6
LU,KZ,297
MY,LI,389
NC,CI,5
NO,ZW,351
PL,CF,1
RS,EC,88
VC,CN,58
XK,DK,5
ZM,KH,10
AF,MK,70
AO,DK,16
BB,UY,49
BG,PY,35
BJ,MY,588
BT,CY,19
CH,TH,24523
CI,SH,12
CL,PH,254
CY,CH,14143
CZ,BH,76
ER,SE,17
ES,RE,26
FR,WS,2
GA,IS,37
GE,ES,532
GH,BS,29
IE,NP,14175
KR,JM,48
KY,CM,5
KZ,BM,10
PA,NG,116
PH,GG,14
PL,CG,12
QA,RU,1187
RO,ID,358
RU,CD,54
SV,FR,1029
SZ,BR,2
TG,ZA,234
TN,SA,2338
TT,MA,3
TZ,GA,5
US,RO,74813
VC,CO,4
YE,NZ,1
AE,NL,22415
BS,NULL,11
BS,DZ,1
CI,SI,10
CN,NI,140
CV,FI,1
CY,CI,127
GA,IT,251
GB,HT,859
GE,ET,48
GH,BT,19
GI,AT,16
KH,TN,8
KY,CN,609
KZ,BN,3
MR,SK,1
MU,PK,1809
MX,MK,3
MY,LK,2232
PH,GH,181
PL,CH,39040
RO,IE,6389
RS,EE,69
RW,AE,4190
SE,WS,23
SG,US,1062959
SL,PS,1
TZ,GB,16715
AI,JM,28
AR,AM,95
CH,TJ,445
CZ,BJ,51
GB,HU,223325
GI,AU,39
HN,AD,3
IE,NR,18
IL,GR,612
IM,FR,413
IN,ER,2
IQ,BR,18
JE,SA,237
KR,JO,1633
KY,CO,555
KZ,BO,14
MR,SL,1
MU,PL,1569
MW,NL,435
MX,ML,62
PA,NI,3555
PH,GI,6
PL,CI,38
QA,RW,85
RU,CF,34
SL,PT,31
SS,IT,154
TN,SC,16
TT,MC,2
AF,MN,1
CD,XK,10
CI,SK,3
CL,PK,528
CO,MK,7
CY,CK,32
DK,UY,955
HK,DE,57864
HN,AE,136
IN,ES,10124
IQ,BS,3
JE,SB,1
KR,JP,43633
MV,OM,54
NC,CM,5
PK,DJ,4
RE,SG,45
RS,EG,21
RU,CG,32
RW,AG,10
UY,LR,3
UZ,KR,562
VC,CR,7
VE,AR,65
ZW,AL,1
AE,NO,5338
AO,DO,22
CH,TL,80
CI,SL,367
CL,PL,1259
CN,NL,15790
CO,ML,4
CY,CL,335
DK,UZ,121
GG,CW,1
GH,BW,132
IL,GT,327
IN,ET,2082
JE,SC,133
MO,VN,294
MR,SN,41
MX,MN,18
NC,CN,173
PG,HK,944
PK,DK,688
PL,CK,4
RU,CH,28196
SI,SV,4
TH,YE,5
TN,SE,182
TW,JE,263
TZ,GE,174
UA,AE,2439
US,RS,43262
VA,ES,10
ZW,AM,2
AE,NP,3239
AI,JP,8
CH,TM,1311
CI,SM,1
CM,OM,10
CO,MM,21
CR,JM,214
CY,CM,99
CZ,BM,2
HN,AG,2
IE,NU,1
IR,AU,6
JO,ID,1634
KH,TR,147
KY,CR,253
KZ,BR,133
LS,NA,2
LT,MA,50
MW,NO,63
MX,MO,182
NE,AO,1
PA,NL,2481
PF,IL,5
PL,CL,714
RU,CI,53
SZ,BW,23
UA,AF,3
UY,LT,5
VA,ET,14
VE,AT,6
CF,VN,3
CH,TN,7506
CI,SN,1544
CO,MN,5
CY,CN,38997
GG,CY,213
GH,BY,179
JE,SE,501
JM,KE,22
JO,IE,896
KG,US,1410
KW,ES,1075
KZ,BS,3
LU,LB,625
MW,NP,46
PE,JM,14
PF,IM,3
PH,GM,1
PK,DM,2
PL,CM,168
TL,UG,37
TN,SG,727
TZ,GG,41
US,RU,237498
UY,LU,124
VE,AU,40
AE,NR,2
AF,MR,3
AL,GR,124
AM,FR,183
AR,AR,7460
BE,SA,5164
BG,QA,46
BH,PA,189
BJ,NA,2
CH,TO,3
CI,SO,6
CN,NO,3777
CO,MO,45
CR,JO,13
CY,CO,823
CZ,BO,4
GG,CZ,42
GH,BZ,11
GI,AZ,4
IL,GW,1
IQ,BW,7
KH,TT,4
KW,ET,552
KZ,BT,6
LU,LC,10
PF,IN,8
PH,GN,10
PL,CN,70882
RE,SK,4
RU,CK,15
SG,UY,1659
SL,PY,44
TM,TH,139
TZ,GH,635
UY,LV,25
BQ,GB,86
CN,NP,759
CR,JP,632
HK,DJ,41
JE,SG,5200
LT,MD,26
MU,PR,61
MW,NR,1
MY,LR,107
MZ,KR,422
NC,CR,1
NP,ZA,7
NZ,PA,439
PA,NO,155
PE,JO,12
PK,DO,7
PL,CO,1694
RO,IL,5069
RU,CL,1723
SG,UZ,435
SN,NZ,12
TN,SI,99
TZ,GI,28
US,RW,23640
UZ,KW,20
VE,AW,103
AF,MT,1
AG,LT,1
AR,AT,163
BB,VC,23
BE,SC,120
BS,EC,153
HK,DK,7690
IL,GY,80
IQ,BY,92
KY,CV,4
LT,ME,17
LV,KE,1496
MA,AE,6300
MU,PS,14
MY,LS,15
NA,ES,23
PA,NP,7
PE,JP,896
RO,IM,52
RU,CM,161
RW,AM,6
TM,TJ,8
ZM,KR,375
ZW,AR,3
NULL,GA,7
AE,NU,12
AF,MU,26
AG,LU,10
AR,AU,471
BO,ID,26
CH,TR,23539
CI,SR,3
CL,PR,332
CV,FR,174
CY,CR,1437
CZ,BR,478
DZ,GA,1
ES,RO,5236
HN,AL,1
IE,NZ,1704105
JE,SI,218
KH,TW,2054
KY,CW,113
MA,AF,1
MU,PT,2012
MX,MT,157
MY,LT,130
NA,ET,29
NE,AT,9
RO,IN,2025
RU,CN,169465
TN,SK,242
VC,CY,5
NULL,GB,6567
AF,MV,1
BB,VE,6
BE,SE,2388
BH,PE,6
BM,KE,534
BN,JE,38
BO,IE,94
BS,EE,3
BT,DE,19
BW,AE,988
CG,US,2648
CI,SS,22
CL,PS,139
CW,ES,146
CZ,BS,32
DZ,GB,6757
HK,DM,59
LS,NG,41
LT,MG,1
LV,KG,61
MX,MU,109
MY,LU,843
NE,AU,26
PG,HR,2
PH,GR,138
PL,CR,235
PY,ZA,258
QA,SA,3782
RU,CO,1137
RW,AO,24
TN,SL,30
UZ,KZ,2224
VC,CZ,1
ZW,AT,44
AF,MW,16
AR,AW,19
CH,TT,364
CI,ST,56
CL,PT,341
CO,MT,152
CZ,BT,4
DK,VC,72
JE,SK,84
JP,HK,142477
KY,CY,238
KZ,BY,7765
LV,KH,6
MX,MV,84
MY,LV,463
NZ,PE,354
QA,SB,2
TG,ZM,7
TM,TM,44
TR,OM,579
TW,JM,535
TZ,GM,45
UA,AM,479
ZW,AU,70
AF,MX,4
BB,VG,53
BE,SG,37541
BJ,NG,800
BS,EG,13
CO,MU,23
GH,CA,7427
GI,BA,6
HK,DO,1234
JE,SL,80
JO,IL,1076
KG,UZ,1116
KH,TZ,9
KN,NZ,19
KY,CZ,55
LU,LI,7254
MA,AI,1
MQ,TW,8
MX,MW,9
MZ,KW,6
NZ,PF,84
PG,HT,1
PH,GT,147
QA,SC,209
RO,IQ,6
TK,VN,19
TN,SN,132
TZ,GN,24
NULL,GE,25
AF,MY,1393
BD,TH,789
BH,PH,663
BQ,GH,31
CI,SV,25
CO,MV,1
CY,CV,2670
DK,VE,53
ES,RS,535
GD,GB,164
JO,IM,60
MX,MX,329108
NZ,PG,153
PH,GU,91
PL,CU,3182
RO,IR,2
RS,ER,1
RU,CR,419
RW,AR,6
SC,ZA,2411
SL,QA,2
SM,PA,5
SZ,CA,45
TT,MO,60
TW,JO,574
UA,AO,9
ZM,KW,11
AE,NZ,6184
AF,MZ,1
AO,DZ,5
AR,AZ,19
BE,SI,943
BR,FI,1063
CH,TW,21204
CY,CW,294
CZ,BW,3
JE,SN,210
JM,KN,43
JO,IN,8866
JP,HN,707
LT,MK,16
LU,LK,63
LY,HK,3
MU,PY,22
MX,MY,1961
MY,LY,2
MZ,KY,24
NC,CY,4
NZ,PH,897
PL,CV,45
QA,SE,530
RO,IS,511
RS,ES,920
SV,GB,2133
TW,JP,65379
NULL,GG,51
BD,TJ,8
CO,MX,11536
DK,VG,10
ES,RU,5021
GB,ID,80968
GH,CD,269
GI,BD,7
HN,AR,251
ID,PA,289
IM,GA,4
IQ,CA,1288
JE,SO,2
LS,NL,8
LT,ML,1
MW,NZ,57
MX,MZ,10
MZ,KZ,7
NC,CZ,2
NE,AZ,1
PL,CW,30
RO,IT,57090
RS,ET,131
RW,AT,92
SG,VC,89
SX,EC,11
TT,MQ,38
TZ,GQ,1
ZM,KY,8
NULL,GH,3
BE,SK,7483
BH,PK,1378
CG,UY,5
CI,SY,121
CL,PY,3081
CO,MY,626
CY,CY,22413
CZ,BY,1760
DM,TH,23
DZ,GH,129
GA,JE,51
GB,IE,4048984
GG,DE,448
GI,BE,20
GY,US,8928
IM,GB,19301
LR,OM,18
MA,AM,4
QA,SG,4547
RU,CU,1
RW,AU,119
ST,ID,3
SZ,CD,61
TM,TR,1377
TN,SR,1
TZ,GR,68
UA,AR,86
US,SA,98420
UY,MA,8
NULL,GI,4
BE,SL,481
BH,PL,328
BJ,NL,151
BO,IL,6
CH,TZ,8712
CI,SZ,5
CN,NZ,14676
CO,MZ,6
CY,CZ,4613
ES,RW,158
GH,CF,13
HN,AT,138
JO,IQ,3633
LK,VN,789
LT,MN,10
NZ,PK,1535
PH,GY,9
PL,CY,6272
RU,CV,35
SG,VE,42
SK,RE,1
SS,JE,14
ST,IE,3
SV,GE,3
TL,US,215
TN,SS,1
TT,MS,1
US,SB,259
UZ,LB,2
VE,BB,22
YE,OM,69
BD,TM,1
BE,SM,11
BI,OM,19
BN,JM,12
BO,IM,15
BW,AM,5
GH,CG,22
GI,BG,4
HN,AU,107
IM,GD,9
IS,AD,48
JM,KR,209
JP,HR,287
KH,UA,5
KZ,CA,3768
LT,MO,2
MA,AO,7
NZ,PL,928
PA,NZ,241
PK,NULL,211
PK,DZ,28
PL,CZ,69380
QA,SI,131
RU,CW,44
TN,ST,8
TT,MT,33
TZ,GT,4
UA,AT,4819
US,SC,935
UY,MC,10
BB,VN,22
BD,TN,4
BE,SN,642
BO,IN,139
GD,GH,2
GH,CH,2701
GI,BH,4
ID,PE,743
IM,GE,174
IR,BE,2
IS,AE,279
JE,SS,7
JO,IS,13
SG,VG,378
SI,TG,2
TT,MU,8
UA,AU,113
US,SD,1536
NULL,GL,3
AD,PA,1047
AG,MA,1
AR,BA,12
BE,SO,1
BF,RO,1
BJ,NO,25
BN,JO,7
BW,AO,4
GE,FI,156
GH,CI,1171
ID,PF,37
IS,AF,2
JE,ST,19
JO,IT,4571
JP,HT,28
QA,SK,55
RU,CY,26844
SI,TH,180
SV,GH,16
SZ,CH,30
US,SE,130575
UY,ME,1
VC,DE,56
VE,BE,68
VU,US,349
AM,GB,6498
AR,BB,41
BN,JP,52
GI,BJ,1
ID,PG,140
IM,GG,426
JP,HU,5551
KZ,CD,13
LT,MR,8
LU,LR,55
LV,KR,1588
LY,HR,2
MA,AR,48
ML,ZA,682
MU,QA,197
MV,PA,5
MX,NA,34
MY,MA,250
MZ,LA,1
QA,SL,15
RU,CZ,23355
RW,AZ,2
SZ,CI,20
TG,ZW,3
TM,TW,5
TT,MW,4
TZ,GW,5
XK,EC,1
AG,MC,2
AO,EC,104
DK,VN,726
DZ,GN,18
GG,DK,21
GY,UY,1
ID,PH,15771
IM,GH,1496
IQ,CH,343
JE,SV,63
KR,KE,2172
KY,DE,641
MZ,LB,520
NE,BB,4
SI,TJ,5
TT,MX,407
US,SG,727645
VE,BG,2
ZM,LA,20
ZW,BA,6
AR,BD,11
BD,TR,1231
BE,SR,16
BH,PR,4
BM,KR,106
BR,FR,10751
CH,UA,16951
CL,QA,16
CM,PA,7
CZ,CA,3083
DO,RO,12
GB,IL,46434
GH,CL,36
HK,NULL,254303
HK,DZ,277
IM,GI,261
IN,FI,2073
JM,KW,64
LT,MT,7
LU,LT,116
MA,AT,993
MY,MC,21
QA,SN,235
SE,XK,27
SM,PK,14
TT,MY,224
TZ,GY,2
US,SH,1251
ZM,LB,335
ZW,BB,1
AD,PE,6
AM,GE,4986
AR,BE,1870
BE,SS,393
BF,RS,7
BH,PS,160
BO,IS,1
BS,ES,335
CV,GB,1037
GA,JM,3
GB,IM,38341
GH,CM,300
GI,BM,35
IN,FJ,82
JE,SX,4
KG,VG,1
KH,UG,37
KR,KG,257
LT,MU,83
LU,LU,329352
LY,HU,1
MA,AU,166
MR,TD,3
MY,MD,5
NE,BD,7
NZ,PR,23
PM,CA,10
QA,SO,4
SM,PL,64
TN,SZ,28
TT,MZ,3
UA,AZ,626
US,SI,8539
UZ,LI,1
VA,FI,1
ZM,LC,2
AR,BF,2
BE,ST,9
BH,PT,160
BO,IT,321
BQ,GT,1
BS,ET,6
BW,AT,24
GB,IN,180304
GH,CN,31084
ID,PK,2025
IL,HK,26599
IQ,CK,1
JM,KY,394
KR,KH,1319
KZ,CH,5201
LT,MV,25
LU,LV,286
MV,PE,7
MY,ME,175
NC,DE,57
NE,BE,83
NU,US,15
NZ,PS,56
SC,ZM,28
SI,TM,114
SN,OM,53
SZ,CM,1
ZW,BD,5
NULL,GR,55
AF,NG,7
AM,GG,2
AO,EG,19
AR,BG,88
BF,RU,123
BW,AU,266
CI,TD,96
CZ,CD,115
DM,TR,14
DZ,GR,33
ES,SA,1195
GA,JO,3
GG,DO,6
GH,CO,82
ID,PL,2756
IQ,CL,1
IS,AL,157
JE,SZ,57
JM,KZ,5
KR,KI,6
KW,FI,107
KZ,CI,13
LV,KW,71
NZ,PT,92
PK,EC,23
SG,VN,119733
SI,TN,39
ST,IN,26
SV,GN,2
SZ,CN,69
US,SK,10589
UY,MK,1
VC,DK,93
ZW,BE,219
AM,GH,24
AR,BH,1
BE,SV,6741
CD,YE,10
CM,PE,3
CR,KE,21
CV,GE,2
CY,DE,13768
DO,RS,15
GA,JP,32
IE,OM,27052
IM,GM,3
IQ,CM,1
IS,AM,36
KW,FJ,4
LT,MX,59
MR,TG,3
MX,NG,1543
MY,MG,33
NE,BG,5
PG,ID,1339
QA,SR,1
RW,BA,4
SK,RO,6675
SS,JO,37
US,SL,11412
ZW,BF,3
AM,GI,7
AN,FI,12
BD,TW,3602
BF,RW,26
BM,KW,11
CZ,CF,4
DM,TT,86
ES,SC,2
GB,IQ,7345
IL,HN,114
IM,GN,33
IQ,CN,1168
KE,XK,26
KM,PK,2
KY,DK,30
LT,MY,207
LV,KY,106
MR,TH,24
MV,PH,1672
NE,BH,2
PE,KE,22
PG,IE,84
PK,EE,12
PL,DE,386143
QA,SS,167
RW,BB,7
SS,JP,612
US,SM,1458
UY,MM,1
ZW,BG,8
NULL,GU,1
AR,BJ,2
BE,SX,6
CH,UG,7032
CI,TG,955
CO,NG,54
CV,GG,14
CZ,CG,39
DO,RU,245
GB,IR,8
GE,FR,1000
GH,CR,24
GI,BR,15
IQ,CO,18
IS,AO,1
KM,PL,62
KZ,CL,45
LS,NZ,2
LT,MZ,2
LV,KZ,1741
MX,NI,1885
MZ,LI,2
NA,FI,7
NE,BI,17
US,SN,22087
ZW,BH,4
AD,PK,1
AG,MK,5
AL,HK,858
BH,PY,5
BM,KY,396
BQ,GY,1
CI,TH,72
CM,PH,16
CR,KH,1
CV,GH,52
CZ,CH,8675
ES,SE,4510
GB,IS,211001
GI,BS,30
HN,BB,24
IM,GP,2
KN,OM,2
KR,KM,3
KY,DM,11
KZ,CM,5
NC,DJ,1
PE,KG,2
PK,EG,1269
RW,BD,6
SI,TR,747
SR,KR,20
SV,GR,8
SZ,CR,2
TH,ZA,1448
TM,UA,248
TR,PA,1172
UA,BA,18
US,SO,648
UY,MO,39
VC,DO,11
VE,BO,8
ZM,LI,3
ZW,BI,1
AD,PL,353
AF,NL,152
BD,TZ,10
BE,SZ,7
BJ,NZ,3
BM,KZ,5
BW,AZ,6
CO,NI,211
CZ,CI,15
DM,TW,6
DO,RW,1
DZ,GW,8
GB,IT,1793313
GD,GT,6
GI,BT,1
GY,VC,5
HK,EC,6379
IM,GQ,1
KG,VN,20
KR,KN,2
KZ,CN,28506
MV,PK,125
MY,MK,20
MZ,LK,98
NZ,PY,54
PE,KH,5
QA,SV,831
RO,JE,286
RU,DE,51416
RW,BE,1194
SH,US,682
SK,RS,568
SX,ES,22
TO,SB,2
UA,BB,12
ZW,BJ,8
AE,OM,28771
AR,BM,12
CI,TJ,1
CY,DJ,218
ER,TG,1
ES,SG,7201
HN,BD,5
ID,PR,6
IL,HR,464
IM,GR,56
IN,FR,22261
IQ,CR,1
IS,AR,30
KY,DO,162
KZ,CO,160
MV,PL,123
MX,NL,5238
MY,ML,41
PY,ZW,1
RW,BF,13
SI,TT,3
ST,IT,49
SV,GT,17174
ZA,XK,1
ZM,LK,60
NULL,GY,229
AI,KN,2
AR,BN,1
CM,PK,223
CU,HK,1
CY,DK,2756
ER,TH,17
GH,CV,43
GY,VE,15
HK,EE,741
HN,BE,391
ID,PS,191
JM,LB,191
ML,ZM,58
MW,OM,1
MY,MM,56
PL,DJ,2
QA,SX,1
RW,BG,24
SG,VU,138
SK,RU,1263
TN,TD,32
UA,BD,51
US,SR,2315
UY,MR,6
VE,BR,114
AF,NO,6
AR,BO,303
CM,PL,95
CO,NL,2722
CZ,CL,105
ES,SI,950
GH,CW,11
GI,BW,6
HN,BF,1
ID,PT,752
IL,HT,12
IM,GT,62
IS,AT,7526
JE,TC,57
JM,LC,381
MR,TN,263
MY,MN,63
PH,HK,39907
PL,DK,17688
RE,TH,47
RW,BH,82
TR,PE,174
TW,KE,680
UA,BE,1278
US,SS,19189
VE,BS,7
AF,NP,53
CN,OM,456
CV,GM,1
CY,DM,81
CZ,CM,46
GY,VG,1
HK,EG,2598
HN,BG,14
IL,HU,1430
IS,AU,450
JE,TD,26
JP,ID,17642
KR,KR,67087
KW,FR,1307
KZ,CR,7
LR,PA,8
LT,NA,2
LU,MA,200
LV,LA,1
MA,BA,7
MT,RO,839
MX,NO,813
MY,MO,1390
PG,IL,10
QA,SZ,67
RS,FI,549
RW,BI,420
SC,ZW,35
SI,TW,1084
SK,RW,10
SR,KW,1
US,ST,756
UY,MT,8
UZ,LT,98
CG,VN,2288
CI,TN,2240
CR,KN,7
CV,GN,9
CZ,CN,32930
ES,SK,2780
GD,GY,2
GH,CY,418
HN,BH,11
JO,JE,135
JP,IE,5619
KH,US,11246
LV,LB,394
MX,NP,52
PA,OM,69
PG,IM,41
PL,DM,77899
RU,DJ,11
RW,BJ,26
TN,TG,21
TO,SG,32
TR,PG,1
TT,NG,926
TW,KG,22
UA,BG,477
UY,MU,121
UZ,LU,13
AL,HR,64
AM,GR,39
AR,BR,13531
BD,UA,49
BF,SA,70
BH,QA,1069
BR,GA,4
CO,NO,144
CY,DO,236
CZ,CO,361
ES,SL,125
GG,NULL,520
GG,DZ,1
GH,CZ,327
GI,BZ,3
LU,MC,189
LV,LC,2
PG,IN,106
PH,HN,41
RU,DK,5705
SZ,CY,58
TN,TH,330
TR,PH,2085
TW,KH,4204
UA,BH,65
US,SV,151805
UY,MV,2
UZ,LV,482
XK,ES,11
AO,ES,264
AR,BS,223
BM,LB,41
BR,GB,54423
BW,BB,1
CO,NP,4
ES,SM,77
JE,TG,7
LU,MD,32
LY,ID,27
MA,BD,17
MR,TR,286
MV,PR,8
MY,MR,63
MZ,LR,1
NA,FR,17
NE,BR,11
NZ,QA,284
PL,DO,186
SI,TZ,70
SO,NZ,1
TT,NI,25
TW,KI,8
UA,BI,1
UY,MW,1
AD,PT,33
AG,MT,1
AM,GT,7
AO,ET,40
AR,BT,1
BM,LC,1
ER,TN,4
ES,SN,649
ID,PY,35
IM,GY,8
IQ,CY,131
JE,TH,4962
KZ,CV,4
LR,PE,15
LU,ME,132
LY,IE,134
MA,BE,1875
MO,WS,6
MQ,US,1080
MT,RS,10
MY,MS,9
PF,JP,17
RO,JM,5
RU,DM,11
TN,TJ,3
UA,BJ,2
US,SX,2193
UY,MX,1383
ZM,LR,37
ZW,BR,15
AG,MU,12
AL,HU,463
AS,AU,67
BE,TD,142
BR,GD,2
BW,BD,28
CI,TR,509
CR,KR,1145
CV,GR,3
CW,FR,4
CZ,CR,402
DO,SA,11
ET,RO,40
IQ,CZ,53
IS,AZ,14
JM,LI,14
KI,TW,3
KR,KW,470
KZ,CW,3
MA,BF,29
MV,PT,41
MY,MT,164
MZ,LT,30
RE,TN,13
TR,PK,3679
TZ,HK,10270
US,SY,3165
UY,MY,116
VE,BY,40
YT,AE,10
ZM,LS,7
BF,SE,41
BN,KE,3
BO,JE,9
BR,GE,40
BW,BE,188
CH,US,1117439
CK,RS,1
CM,PS,2
CZ,CS,4
HN,BM,14
JE,TJ,100
LT,NG,331
LU,MG,1
MA,BG,477
MT,RU,882
MY,MU,2184
MZ,LU,40
PE,KR,1821
PH,HR,43
RO,JO,314
RU,DO,973
TR,PL,26497
TT,NL,980
US,SZ,559
UY,MZ,10
VC,NULL,3
ZM,LT,40
BR,GF,3
BW,BF,2
CM,PT,203
CV,GT,1
JM,LK,33
KH,UY,3
KR,KY,32
KZ,CY,1883
LR,PH,255
MA,BH,170
MS,SV,20
MY,MV,259
MZ,LV,17
PG,IS,2
PK,ES,1405
RO,JP,1160
TH,ZM,15
ZM,LU,56
AG,MX,16
BD,UG,20
BE,TG,336
BF,SG,268
BR,GG,16
BW,BG,9
CK,RU,4
CU,HU,1
CZ,CU,40
ER,TR,2
ES,SR,1
GE,GA,1
GI,CA,885
HN,BO,32
JE,TL,15
JP,IL,6173
KR,KZ,2275
KY,NULL,74
KZ,CZ,3691
LV,LI,639
MA,BI,7
ML,ZW,9
MR,TW,4
MT,RW,8
MY,MW,101
NE,BW,7
PG,IT,2
PH,HT,31
PK,ET,280
QA,TC,18
TL,VN,21
TN,TN,1351587
TO,SN,2
TW,KN,6
TZ,HN,13
YE,PH,1
ZM,LV,23
AD,PY,5
AG,MY,9
AI,KY,12
AR,BY,14
BE,TH,10539
BI,PH,13
BN,KH,73
BR,GH,235
BW,BH,3
CZ,CV,2
DO,SE,346
ES,SS,6
ET,RS,22
GE,GB,25912
JE,TM,21
JO,JM,9
JP,IM,1158
MA,BJ,34
MS,SX,8
MY,MX,376
PH,HU,371
QA,TD,121
RE,TR,4
RS,FR,1371
RW,BR,55
SI,UA,212
SK,SA,29
SN,PA,8
TT,NO,20
ZW,BW,209
AF,NZ,37
BM,LI,86
BR,GI,41
BS,FI,8
CI,TW,157
CR,KW,2
CV,GW,1
CZ,CW,4
ES,ST,42
GG,EC,40
JE,TN,130
JP,IN,21248
LR,PK,252
LU,MK,107
LV,LK,194
MQ,UY,5
MY,MY,6101216
SR,LB,13
TT,NP,1
BE,TJ,39
BS,FJ,1
BW,BJ,45
DO,SG,112
ET,RU,253
GE,GD,1
GI,CD,1
HK,ER,8
HN,BR,862
ID,QA,194
IE,PA,31185
IN,GA,236
IS,BA,490
JO,JO,437651
LR,PL,192
LT,NL,2008
LU,ML,8
MR,TZ,26
MX,NZ,1295
MY,MZ,13
PE,KW,13
VU,VN,8
YE,PK,128
ZM,LY,1
ZW,BY,5
BA,XK,23
BF,SK,3
BI,PK,59
BM,LK,1769
BQ,HK,8
CH,UY,10945
CM,PY,1
CR,KY,85
CZ,CY,5191
ES,SV,2770
FR,YE,54
GA,KE,354
GB,JE,58372
GE,GE,6183
GH,DE,3754
HK,ES,17766
HN,BS,29
IN,GB,102353
IS,BB,16
JO,JP,1619
LU,MM,3
MA,BM,2
QA,TG,49
TN,TR,5297
TR,PR,82
TW,KR,35584
TZ,HR,70
UA,BR,113
UY,NA,1
UZ,MA,1
VE,CA,391
YE,PL,324
BE,TL,32
BF,SL,85
CH,UZ,869
CI,TZ,513
CO,NZ,435
CY,NULL,91
CY,DZ,157
CZ,CZ,30867461
DO,SI,51
ER,TW,3
ET,RW,344
HK,ET,1968
JP,IQ,227
LU,MN,5
LY,IN,98
PE,KY,143
QA,TH,5675
SE,YE,14
SK,SE,2294
SN,PE,5
SS,KE,3668
ST,JE,24
SZ,DE,28
TM,US,1421
TR,PS,1186
UA,BS,1
VA,GB,657
BE,TM,598
BJ,OM,1
BO,JM,11
BW,BM,6
GA,KG,16
GE,GG,45
GG,EG,47
IL,ID,703
IN,GD,4
IS,BD,71
IT,AD,3
JE,TR,5516
JM,LR,2
KN,PA,146
KR,LA,159
KW,GA,15
LT,NO,4999
LU,MO,23
MA,BO,9
PL,NULL,1422
PL,DZ,360
RE,TW,37
RW,BW,51
SN,PF,1
TR,PT,3142
US,TC,2070
VC,EC,1
NULL,HK,311249
BE,TN,2343
BF,SN,81
BQ,HN,11
BR,GN,15
DO,SK,8
DZ,HK,355
GE,GH,27
GI,CH,705
IE,PE,52912
IL,IE,5616
IN,GE,7786
IQ,DE,945
IS,BE,15937
IT,AE,9668
JP,IS,1880
KR,LB,2127
KW,GB,23816
QA,TJ,271
SI,UG,78
SK,SG,1135
SS,KG,1
TL,VU,1
TZ,HU,75
US,TD,196674
UZ,MD,4
AE,PA,6771
AR,CA,2684
BG,RO,13050
BO,JO,3
ER,TZ,8
GE,GI,214
GI,CI,2
IE,PF,2182
IS,BF,7
IT,AF,95
JE,TT,68
JM,LT,5
JP,IT,14480
KR,LC,1
KY,EC,167
SN,PH,26
SS,KH,4
VA,GE,21
VG,AE,53
BO,JP,311
BR,GP,1
DO,SM,2
GH,DJ,12
IE,PG,5595
IN,GG,18
IS,BG,3111
JM,LU,17
KW,GD,17
LV,LR,2
MA,BR,116
MM,ZA,1
MT,SA,150
MV,QA,97
MW,PA,1
MY,NA,68
MZ,MA,9
NE,CA,246
RE,TZ,4
RU,NULL,435
RU,DZ,335
SK,SI,4925
SR,LI,4
TH,ZW,2
TN,TW,1493
TW,KW,394
UA,BW,3
AI,LC,4
BR,GQ,3
DO,SN,1
GD,HK,31
GH,DK,1419
IE,PH,262813
IN,GH,2626
IR,CH,1
IS,BH,35
JM,LV,27
KE,YE,8383
KW,GE,871
KY,EE,16
KZ,DE,17979
LK,WS,3
LU,MS,1
MA,BS,16
NA,GB,905
QA,TM,57
US,TG,10893
UY,NG,16
VU,VU,12
ZM,MA,10
ZW,CA,241
AL,ID,19
AR,CD,2
AT,AD,5
BE,TR,16228
BM,LR,102
BN,KR,39
BR,GR,218
BS,FR,152
BW,BR,16
CD,ZA,23562
CH,VA,31
CK,SA,1
CM,QA,1
CN,PA,3823
GI,CL,23
HN,BZ,44
IN,GI,9
IT,AI,2
JE,TW,4236
LR,PT,113
LU,MT,123
LV,LT,220
LY,IT,12
MT,SC,4
MY,NC,8
MZ,MC,4
NC,EC,1
QA,TN,3295
SK,SK,16494744
SN,PK,36
SR,LK,3
SV,HK,4046
TR,PY,156
TW,KY,110
UA,BY,10871
US,TH,178718
VA,GH,20
VE,CH,371
AE,PE,2066
AL,IE,49
AT,AE,3034
BD,US,90982
BG,RS,1143
BW,BS,1
CR,LB,32
CW,GB,1133
GB,JM,8984
GE,GM,6
GH,DM,26
GI,CM,1
KW,GG,15
KY,EG,11
LU,MU,2134
LV,LU,214
MZ,MD,1
NE,CD,37
NG,AD,13
PA,PA,49765
PE,LA,2
SK,SL,3
SN,PL,3411
TM,UZ,145
TN,TZ,40
TT,NZ,106
TW,KZ,118
UY,NI,26
YE,PT,3
ZM,MC,5
AE,PF,18
AT,AF,12
BE,TT,576
BF,ST,3
BQ,HT,1
BR,GT,647
CH,VC,211
CR,LC,24
CY,EC,683
GE,GN,327
GI,CN,42
IE,PK,295431
IM,HK,1789
IQ,DK,89
